Mision,Fecha,Humedad,Presion,Temp,Lat,Lon,Alt
NanoSkyLab,22/4/2026,77,nan,nan,0.0,0.0,nan
NanoSkyLab,22/4/2026,77,nan,nan,0.0,0.0,nan
NanoSkyLab,22/4/2026,77,nan,nan,0.0,0.0,nan
NanoSkyLab,22/4/2026,77,nan,nan,0.0,0.0,nan
NanoSkyLab,22/4/2026,77,nan,nan,0.0,0.0,nan
NanoSkyLab,22/4/2026,77,nan,nan,0.0,0.0,nan
NanoSkyLab,22/4/2026,77,nan,nan,0.0,0.0,nan
NanoSkyLab,22/4/2026,77,nan,nan,0.0,0.0,nan
NanoSkyLab,22/4/2026,77,nan,nan,0.0,0.0,nan
NanoSkyLab,22/4/2026,77,nan,nan,0.0,0.0,nan
NanoSkyLab,22/4/2026,77,nan,nan,0.0,0.0,nan
NanoSkyLab,22/4/2026,77,nan,nan,0.0,0.0,nan
NanoSkyLab,22/4/2026,77,nan,nan,0.0,0.0,nan
NanoSkyLab,22/4/2026,77,nan,nan,0.0,0.0,nan
NanoSkyLab,22/4/2026,77,nan,nan,0.0,0.0,nan
NanoSkyLab,22/4/2026,77,nan,nan,0.0,0.0,nan
NanoSkyLab,22/4/2026,77,nan,nan,0.0,0.0,nan
NanoSkyLab,22/4/2026,77,nan,nan,0.0,0.0,nan
NanoSkyLab,22/4/2026,77,nan,nan,0.0,0.0,nan
NanoSkyLab,22/4/2026,77,nan,nan,0.0,0.0,nan
NanoSkyLab,22/4/2026,77,nan,nan,0.0,0.0,nan
NanoSkyLab,22/4/2026,77,nan,nan,0.0,0.0,nan
NanoSkyLab,22/4/2026,76,nan,nan,0.0,0.0,nan
NanoSkyLab,22/4/2026,76,nan,nan,0.0,0.0,nan
NanoSkyLab,22/4/2026,76,nan,nan,0.0,0.0,nan
NanoSkyLab,22/4/2026,76,nan,nan,0.0,0.0,nan
NanoSkyLab,22/4/2026,76,nan,nan,0.0,0.0,nan
NanoSkyLab,22/4/2026,76,nan,nan,0.0,0.0,nan
NanoSkyLab,22/4/2026,76,nan,nan,0.0,0.0,nan
NanoSkyLab,22/4/2026,76,nan,nan,0.0,0.0,nan
